47,2823,36,18,2,32,24,1,22,0,20,12,6,23,8,15,18,6,12,22,0,15,16,2,6,5,4,6,8,5,0,0,6,6,4,1,0,1,0,0,0,0,0
48,583,16,23,26,28,20,16,8,26,24,29,26,11,16,11,10,6,8,0,4,2,16,7,2,8,8,11,2,10,8,4,6,2,0,2,2,1,0,2,0,0,0
49,6925,19,11,1,9,11,4,11,5,11,25,29,7,11,11,11,24,11,15,5,11,19,1,11,11,11,14,11,11,11,5,9,2,3,4,5,4,3,2,1,0,0
50,1697,30,25,22,28,34,15,10,1,30,14,10,22,22,16,12,0,22,9,12,1,10,3,16,10,14,10,8,12,10,1,0,7,6,1,4,0,2,1,0,0,0
51,1844,14,20,4,9,26,24,12,23,6,9,14,3,10,17,20,19,14,12,12,17,14,4,8,12,6,14,10,7,2,1,4,8,6,3,2,4,2,2,0,0,0
52,3630,5,20,1,15,29,25,25,2,21,14,5,25,25,20,7,10,5,5,13,11,5,1,11,8,5,5,11,7,5,2,5,2,5,4,5,0,1,2,1,0,0
53,9375,12,0,34,20,0,17,20,27,4,8,12,16,24,18,0,17,12,10,16,3,12,15,0,3,4,12,10,0,0,5,2,0,4,3,0,2,0,0,0,0,0
54,8188,4,23,12,17,32,19,4,23,20,2,14,24,12,5,10,9,20,4,12,5,4,12,14,4,4,14,12,10,8,1,4,5,4,5,2,4,0,2,0,0,0
55,4130,19,28,27,19,19,4,11,10,19,11,19,6,11,19,15,24,19,3,21,4,19,8,1,11,3,4,11,2,7,10,9,1,3,4,1,4,3,1,1,0,0
56,7161,10,38,22,28,26,20,16,5,18,9,20,14,6,26,12,5,2,14,16,20,10,3,8,16,2,5,6,12,2,5,0,8,2,6,2,0,2,2,0,0,0
57,710,6,37,34,23,34,16,26,25,22,8,16,7,2,25,24,11,22,21,14,16,6,15,16,9,6,1,2,11,10,3,6,7,6,2,4,1,2,1,0,0,0
58,2265,17,3,1,17,33,22,7,0,17,24,27,13,1,24,3,7,9,21,11,15,17,1,15,7,1,12,1,3,9,0,7,6,1,1,3,2,1,0,1,0,0
59,3149,20,28,8,30,16,25,22,28,12,22,10,15,4,16,2,5,4,20,6,4,0,8,16,5,12,10,4,2,4,6,0,7,4,4,4,0,0,1,0,0,0
60,5312,24,25,24,10,16,19,22,25,0,24,4,12,12,16,12,19,16,19,14,19,4,5,16,5,0,4,12,12,4,3,4,7,0,5,4,4,0,1,0,0,0
61,4086,19,2,27,29,35,14,9,5,19,13,29,17,7,26,15,9,11,22,5,14,19,8,17,9,3,14,7,2,11,5,9,8,3,0,5,4,3,2,1,0,0
62,9845,7,33,3,3,3,22,9,21,15,18,27,16,15,12,7,22,15,6,21,15,7,3,3,9,15,12,1,7,3,10,7,3,7,1,3,2,3,0,1,0,0
63,4590,30,36,26,32,18,30,20,30,30,28,0,10,2,9,10,15,6,11,8,9,10,7,0,3,14,0,2,10,6,8,0,0,6,2,0,0,2,0,0,0,0
64,8278,13,5,19,28,5,3,15,14,13,25,23,21,17,5,5,8,5,9,3,17,13,0,5,15,13,8,3,5,5,3,3,5,5,3,5,3,1,2,1,0,0
65,4352,13,30,35,25,33,18,33,15,29,3,3,20,25,15,17,18,21,15,15,18,13,16,15,16,13,3,11,4,9,4,3,6,5,4,3,3,1,0,1,0,0
66,7663,4,14,6,25,8,34,2,23,20,11,14,25,20,8,14,24,20,0,12,20,4,6,8,2,4,14,6,1,8,1,4,8,4,6,2,4,0,2,0,0,0
67,4428,27,29,33,9,35,2,19,17,27,9,17,7,23,26,3,12,11,12,17,2,7,14,17,2,11,2,9,3,11,6,7,8,3,2,5,2,3,2,1,0,0
68,110,35,8,19,19,35,10,5,17,27,6,5,18,3,8,21,15,11,17,17,17,15,0,17,5,11,5,3,8,11,6,5,8,3,3,5,0,3,2,1,0,0
69,4943,14,33,18,9,30,19,32,21,30,20,24,0,26,3,20,4,6,9,10,12,14,18,12,15,14,9,12,7,6,10,4,3,6,5,0,4,2,0,0,0,0
70,3516,33,30,11,17,9,8,23,15,1,15,3,17,1,0,17,18,9,1,15,15,13,11,9,6,1,3,1,4,9,4,3,0,1,1,3,3,1,0,1,0,0
71,3249,29,25,37,1,25,14,9,25,5,7,19,22,21,25,25,19,13,13,3,7,9,18,7,9,5,4,7,12,1,3,9,7,5,0,1,4,1,1,1,0,0
72,5529,24,35,20,16,8,29,4,20,8,9,14,19,8,26,22,24,8,14,20,8,4,1,8,4,8,14,8,9,8,9,4,8,0,1,2,4,0,2,0,0,0
73,4949,0,19,18,8,28,15,24,7,24,11,10,22,8,1,6,0,16,8,18,1,0,18,10,7,8,10,8,6,4,7,0,1,0,1,4,0,0,1,0,0,0
74,8815,39,8,9,9,35,14,29,20,15,16,29,9,7,26,21,4,23,8,9,14,19,9,17,12,15,14,7,8,11,9,9,8,7,0,5,4,3,2,1,0,0
75,4174,6,14,8,6,14,6,16,20,6,1,26,9,6,5,14,16,14,19,20,20,6,8,14,16,6,11,6,1,2,9,6,5,6,6,2,1,2,2,0,0,0
76,3008,6,11,12,9,14,1,0,5,22,23,26,17,22,14,24,11,14,9,16,8,6,12,14,0,6,11,8,11,2,5,6,5,6,1,2,1,2,2,0,0,0
77,8149,29,24,25,36,9,4,7,24,5,1,9,22,25,0,11,9,21,11,13,18,9,6,9,7,5,9,11,11,9,2,9,0,5,4,3,4,1,0,1,0,0
78,5972,20,5,20,3,32,30,8,8,4,4,20,18,16,5,18,5,20,7,8,2,0,1,14,8,4,5,2,5,8,8,0,5,4,2,2,0,0,2,0,0,0
79,4728,8,22,24,11,28,33,30,10,0,15,28,2,12,1,22,23,16,5,10,19,8,5,10,13,0,13,12,9,4,10,8,1,0,5,4,3,0,1,0,0,0
80,5502,11,38,35,16,11,31,3,29,3,8,11,18,3,20,25,11,11,7,7,17,11,16,11,3,3,11,3,12,11,7,1,2,3,3,5,1,3,2,1,0,0
81,5720,38,38,12,4,26,3,26,8,6,30,8,13,10,17,12,8,14,22,8,17,18,12,8,9,6,8,10,12,2,8,8,8,6,3,2,3,2,2,0,0,0
82,6085,34,32,0,30,2,34,26,32,2,5,14,14,6,20,6,4,2,1,10,20,14,0,2,9,2,14,6,6,2,10,4,2,2,6,2,4,2,2,0,0,0
83,6133,29,0,35,17,21,19,15,12,13,1,9,19,5,12,13,24,21,22,1,12,9,16,3,15,13,9,5,0,9,1,9,3,5,5,3,4,1,0,1,0,0
84,6326,1,36,33,6,9,26,15,18,1,6,21,7,5,18,23,16,9,9,7,12,1,14,9,15,1,6,5,10,9,7,1,0,1,5,3,1,1,0,1,0,0
85,7743,16,30,12,11,12,6,6,21,16,4,6,7,20,12,4,16,0,22,10,6,16,12,12,6,0,6,6,4,0,10,6,3,0,6,0,1,0,0,0,0,0
86,2115,31,14,23,21,11,31,31,20,31,6,11,17,3,2,1,1,23,16,9,17,11,4,11,14,15,11,3,1,11,9,1,2,7,3,5,1,3,2,1,0,0
87,2761,31,35,1,17,23,31,13,11,15,20,11,22,3,23,9,11,23,20,11,17,11,1,5,13,15,11,3,9,11,0,1,5,7,3,5,1,3,2,1,0,0
88,1530,38,7,22,16,34,8,12,10,30,9,28,17,22,7,20,18,22,18,10,1,18,3,16,12,14,13,8,7,10,10,8,7,6,1,4,3,2,1,0,0,0
89,8809,29,4,31,17,25,34,1,31,13,8,19,13,13,25,17,4,13,16,9,13,9,12,7,1,13,4,13,4,1,9,9,7,5,6,1,4,1,1,1,0,0
90,9632,5,32,27,32,17,10,19,5,5,17,5,0,17,26,19,20,5,5,5,17,5,8,17,2,5,5,3,6,5,5,5,8,5,3,5,0,1,2,1,0,0
91,2187,16,11,24,29,32,21,2,26,24,21,26,2,0,14,24,11,8,21,4,14,16,5,14,2,8,11,0,11,8,4,6,5,0,0,2,1,0,2,0,0,0
92,5318,27,23,19,27,23,2,25,11,27,4,17,24,23,5,23,7,11,8,11,2,7,0,5,8,11,2,9,10,11,0,7,5,3,2,5,2,3,2,1,0,0
93,3510,39,30,27,14,3,19,13,30,31,5,9,23,19,12,17,24,15,13,19,12,19,8,3,13,15,9,5,4,3,8,9,3,7,5,3,4,3,0,1,0,0
94,2139,2,6,32,8,6,27,8,24,18,18,12,18,6,15,6,12,18,14,2,6,2,13,6,8,2,12,6,6,6,2,2,6,2,6,0,2,2,0,0,0,0
95,4301,13,21,23,35,21,28,5,3,21,16,3,13,21,21,21,3,21,3,3,0,13,4,3,5,5,3,7,8,9,3,3,3,5,0,3,3,1,0,1,0,0
96,8193,1,38,21,5,29,26,23,20,25,30,11,9,5,2,25,16,17,12,9,5,1,2,11,6,9,11,5,12,5,9,1,2,1,5,5,1,1,2,1,0,0
97,5088,32,1,18,17,4,17,16,19,8,10,22,2,24,13,14,7,16,6,8,10,12,18,4,16,8,7,10,1,4,8,2,4,0,3,4,2,0,1,0,0,0
98,6834,16,1,24,16,4,6,30,28,24,14,16,12,20,13,14,21,16,9,6,13,16,5,4,13,8,1,6,1,4,6,6,4,0,6,4,1,0,1,0,0,0
99,9029,39,13,1,24,19,29,33,10,7,15,19,0,15,10,13,19,7,11,21,1,19,1,1,16,7,4,1,0,7,10,9,1,7,1,1,4,3,1,1,0,0
100,3790,30,15,28,13,6,30,10,0,22,8,0,6,2,15,2,10,6,3,0,9,10,9,6,10,6,0,2,2,6,0,0,6,6,2,0,0,2,0,0,0,0
101,7012,2,0,22,8,30,32,14,9,10,12,12,22,18,3,0,7,18,18,20,18,2,3,12,14,10,12,4,0,6,9,2,3,2,4,0,2,2,0,0,0,0
102,5404,5,13,9,9,13,0,11,28,21,23,25,20,21,13,13,10,13,17,17,7,5,9,13,11,5,10,7,0,1,6,5,4,5,0,1,0,1,1,1,0,0
103,913,0,26,14,31,8,5,4,32,16,17,20,2,12,17,0,5,8,17,10,5,0,14,8,4,0,5,12,0,8,10,0,8,0,5,2,0,0,2,0,0,0
104,995,28,1,16,10,16,3,16,16,20,7,28,14,24,7,14,13,4,6,16,10,8,16,16,16,4,13,10,1,4,5,8,7,4,3,4,3,0,1,0,0,0
105,8048,15,26,31,4,35,0,29,17,23,26,5,8,7,26,13,10,23,18,17,14,15,12,17,12,7,5,7,0,11,6,5,8,7,0,5,0,3,2,1,0,0
106,2576,34,12,36,16,30,14,32,6,18,11,24,11,14,3,12,24,18,10,6,0,14,17,12,15,2,9,0,12,6,6,4,3,2,0,0,4,2,0,0,0,0
107,1881,2,19,0,3,10,7,32,7,18,5,22,12,14,10,6,22,10,19,18,7,2,0,10,15,2,7,0,6,10,7,2,1,2,0,4,2,2,1,0,0,0
108,1877,25,14,21,23,5,20,5,2,1,8,5,3,13,23,1,5,17,15,13,20,5,2,5,5,1,5,13,1,5,2,5,5,1,6,5,0,1,2,1,0,0
109,389,1,9,3,2,33,6,13,15,17,4,21,5,13,24,9,1,9,10,15,6,1,3,15,13,1,6,13,9,9,4,1,6,1,6,3,1,1,0,1,0,0
110,5929,16,9,34,7,0,1,6,21,8,11,6,4,8,9,22,1,0,6,10,15,16,15,0,6,8,6,8,9,0,10,6,0,0,1,0,1,0,0,0,0,0
111,245,15,26,27,7,35,20,33,26,31,25,5,15,27,8,13,0,23,18,15,20,15,8,17,16,15,5,13,0,11,4,5,8,7,6,5,0,3,2,1,0,0
112,3695,23,16,5,10,7,28,13,19,15,9,13,2,7,7,3,18,7,17,19,7,3,5,7,13,15,13,7,3,7,8,3,7,7,0,1,3,3,1,1,0,0
113,752,10,28,16,30,10,20,4,1,18,30,10,1,6,10,2,15,10,12,12,13,10,16,10,4,2,10,6,2,10,1,0,1,2,6,4,0,2,1,0,0,0
114,8620,13,17,1,28,17,13,27,11,21,18,23,2,13,26,17,23,5,11,11,20,13,1,17,10,5,8,13,4,5,0,3,8,5,6,5,3,1,2,1,0,0
115,9010,33,27,37,9,33,23,7,9,25,19,3,28,9,24,1,23,9,6,9,9,13,18,15,7,9,3,9,1,9,9,3,6,1,2,3,3,1,0,1,0,0
116,311,20,23,2,16,8,0,24,20,28,16,20,11,0,17,10,0,20,3,20,14,0,2,8,7,12,5,0,10,8,9,0,8,4,0,2,0,0,2,0,0,0
117,742,23,9,15,34,15,23,31,24,31,14,3,11,23,24,9,23,15,3,13,9,3,15,15,14,15,3,9,9,3,2,3,6,7,2,3,3,3,0,1,0,0
118,7220,19,9,13,17,3,24,17,12,3,9,9,14,3,12,9,9,3,15,1,3,19,13,3,0,3,9,3,9,3,1,9,3,3,3,3,4,3,0,1,0,0
119,4178,18,4,34,14,22,18,24,4,26,13,28,16,18,4,4,23,10,11,4,4,18,15,4,7,10,13,4,4,10,4,8,4,2,4,4,3,2,1,0,0,0
120,7689,10,7,10,1,22,30,20,10,10,12,10,20,2,22,20,20,10,20,10,16,10,10,4,3,10,10,2,7,10,10,0,4,2,2,4,0,2,1,0,0,0
121,7425,17,21,35,14,21,32,7,18,25,12,27,15,25,3,21,7,9,17,7,18,17,16,3,7,9,12,11,8,9,7,7,3,1,4,3,2,1,0,1,0,0
122,2461,0,7,28,15,16,25,16,31,8,30,10,13,4,7,20,20,16,0,20,4,0,9,16,16,8,10,4,7,4,9,0,7,0,4,4,0,0,1,0,0,0
123,1238,28,12,24,9,12,18,2,18,4,7,18,10,4,21,12,8,12,5,18,18,8,5,12,2,4,3,4,12,0,7,8,3,4,4,0,3,0,0,0,0,0
124,5824,31,5,31,28,11,11,15,20,23,3,11,4,11,11,5,1,23,19,9,11,11,12,11,15,7,11,11,5,11,9,1,2,7,4,5,1,3,2,1,0,0
125,1004,18,7,14,31,34,13,30,28,10,18,28,4,6,16,20,8,10,21,6,13,18,14,16,13,10,13,6,7,10,6,8,7,2,6,4,3,2,1,0,0,0
126,8089,6,30,28,28,6,16,16,0,6,9,6,23,2,15,4,16,6,16,0,9,6,9,6,16,6,6,2,4,6,0,6,6,6,2,0,1,2,0,0,0,0
127,965,25,8,35,14,17,5,21,26,1,20,5,9,5,26,21,5,17,20,15,5,5,16,17,4,1,5,5,8,5,4,5,8,1,5,5,0,1,2,1,0,0
128,558,28,26,34,19,8,28,28,5,4,7,8,7,0,8,0,3,20,13,16,14,8,15,8,11,4,8,0,0,8,5,8,8,4,0,2,3,0,2,0,0,0
129,9632,36,17,12,20,8,11,12,23,4,4,26,16,4,17,4,21,20,2,12,11,16,12,8,12,4,11,4,4,8,1,6,8,4,4,2,1,0,2,0,0,0
130,4599,11,35,15,18,11,31,13,14,3,14,11,24,3,11,9,11,11,10,3,17,11,15,11,13,3,11,3,9,11,3,1,2,3,3,5,1,3,2,1,0,0
131,5237,35,34,23,24,19,15,15,22,19,8,25,14,15,10,21,10,19,10,11,1,15,4,1,15,3,10,1,8,7,0,5,1,3,1,1,0,3,1,1,0,0
132,4070,2,9,10,1,18,7,30,24,2,22,12,14,14,9,22,17,18,22,2,0,2,10,0,13,2,12,0,9,6,2,2,0,2,0,0,2,2,0,0,0,0
133,8286,17,16,19,10,25,12,19,25,17,7,7,18,5,25,3,17,1,1,3,19,17,0,7,2,1,7,5,3,1,3,7,7,1,5,1,2,1,1,1,0,0
134,4517,1,6,31,15,9,1,33,30,25,26,21,15,1,9,19,1,9,18,19,15,1,12,9,16,9,6,1,6,9,8,1,0,1,1,3,1,1,0,1,0,0
135,4096,28,9,36,22,0,8,8,0,12,15,18,5,8,18,22,23,12,8,0,15,8,17,0,8,12,3,8,9,0,0,8,0,4,1,0,3,0,0,0,0,0
136,5219,15,12,33,17,15,15,9,24,31,19,15,11,15,6,25,10,15,22,13,15,15,14,15,9,15,0,1,12,3,2,5,6,7,1,3,0,3,0,1,0,0
137,1362,35,37,37,11,7,0,9,25,3,0,25,2,7,16,11,10,19,1,3,7,15,18,7,9,3,10,7,11,7,3,5,7,3,0,1,0,3,1,1,0,0
138,373,6,22,20,4,22,16,28,25,6,13,16,23,2,22,22,6,22,10,14,16,6,1,4,11,6,1,2,9,10,3,6,4,6,2,4,1,2,1,0,0,0
139,7974,17,0,27,31,21,7,23,21,25,2,27,5,21,21,13,2,9,15,21,0,17,8,3,6,9,12,7,0,9,10,7,3,1,0,3,2,1,0,1,0,0
140,3873,37,16,1,33,1,7,1,31,29,24,7,18,21,10,3,17,13,10,9,7,17,1,1,1,13,7,7,3,1,9,7,1,5,0,1,2,1,1,1,0,0
141,4005,4,7,6,0,16,4,24,25,28,24,4,2,4,7,20,19,4,10,14,4,4,6,16,7,12,4,4,7,4,3,4,7,4,4,4,4,0,1,0,0,0
142,259,3,10,7,4,7,13,33,19,19,15,13,20,27,16,23,23,19,6,19,13,3,7,7,16,3,13,13,10,7,8,3,7,3,6,1,3,3,1,1,0,0
143,7952,3,38,29,18,23,8,15,8,11,2,23,21,15,14,25,18,11,0,19,8,3,10,5,15,11,8,1,12,11,8,3,5,3,1,5,3,3,2,1,0,0
144,1084,34,18,22,2,18,4,28,0,26,10,24,15,18,0,18,9,18,7,0,18,14,3,0,11,10,9,4,5,6,0,4,0,2,4,0,4,2,0,0,0,0
145,1416,38,32,20,29,2,3,16,14,14,16,8,14,10,11,6,3,14,16,14,17,18,1,2,16,14,8,10,6,2,3,8,2,6,3,2,3,2,2,0,0,0
146,4461,17,11,9,4,5,27,9,8,25,10,17,19,13,23,11,2,17,10,19,20,17,9,5,9,9,2,13,11,5,8,7,5,1,6,5,2,1,2,1,0,0
147,9080,36,19,28,7,4,1,28,13,4,1,16,16,8,22,6,21,4,10,2,1,16,9,4,11,4,1,8,6,4,2,6,4,4,1,4,1,0,1,0,0,0
148,7820,24,35,34,0,32,9,32,11,8,22,14,19,16,14,22,24,8,16,0,2,4,15,14,15,8,14,2,9,8,0,4,5,0,2,2,4,0,2,0,0,0
149,1388,35,4,15,32,7,5,5,28,11,6,25,4,19,25,17,15,19,22,17,19,15,15,7,5,11,10,5,4,7,6,5,7,3,5,1,0,3,1,1,0,0
150,8369,14,30,32,35,6,19,4,18,22,25,24,18,26,15,4,9,6,17,18,12,14,13,6,4,6,9,12,4,6,7,4,6,6,5,0,4,2,0,0,0,0
151,8419,30,14,4,16,2,15,28,23,22,14,20,0,22,20,14,20,14,12,12,8,10,4,2,11,6,5,8,1,2,1,0,2,6,1,2,0,2,2,0,0,0
152,1746,37,30,29,4,21,27,21,30,21,5,27,12,13,3,17,7,21,9,19,6,17,10,3,4,5,12,13,4,9,8,7,3,5,6,3,2,1,0,1,0,0
153,2118,4,2,20,34,32,29,16,5,20,25,14,21,8,23,2,4,20,15,16,8,4,1,14,16,4,14,8,2,8,5,4,5,4,1,2,4,0,2,0,0,0
154,9736,4,22,32,7,4,19,30,10,28,14,4,16,12,4,22,9,4,10,10,19,4,13,4,13,12,4,12,9,4,10,4,4,4,5,4,4,0,1,0,0,0
155,256,19,1,27,16,7,19,23,19,19,2,19,6,19,25,1,9,19,0,19,19,19,8,7,6,3,4,5,1,7,8,9,7,3,5,1,4,3,1,1,0,0
156,2137,27,35,17,3,23,7,21,23,3,2,17,0,7,23,9,17,11,21,1,14,7,17,5,4,3,2,7,9,11,1,7,5,3,0,5,2,3,2,1,0,0
157,3467,30,12,20,15,6,5,26,27,22,9,0,7,26,24,12,10,6,7,16,12,10,1,6,9,6,0,12,12,6,5,0,6,6,5,0,0,2,0,0,0,0
158,5362,9,32,29,27,17,34,17,23,9,22,29,24,13,8,19,4,17,8,1,20,9,10,17,0,9,14,13,6,5,1,9,8,1,6,5,4,1,2,1,0,0
159,1376,37,35,3,36,5,2,21,8,29,29,17,0,9,14,9,17,5,7,19,2,17,3,5,4,13,2,9,9,5,8,7,5,5,2,5,2,1,2,1,0,0
160,616,8,31,6,15,16,3,20,19,16,4,28,22,24,7,18,23,16,11,8,10,8,6,16,3,0,13,10,5,4,8,8,7,0,3,4,3,0,1,0,0,0
