26,533,10,3,2,13,12,15,22,21,16,16,10,14,4,2,14,10,2,12,10,5,0,4,6,2,4,0,2,1,0,0,0
27,7477,15,5,21,0,3,20,9,19,21,0,5,2,9,6,1,0,7,3,9,10,5,0,1,0,3,0,1,0,1,0,0
28,3226,22,16,20,19,4,22,4,17,14,13,12,3,10,4,4,7,6,4,4,3,2,1,4,6,4,2,0,1,0,0,0
29,5080,20,11,8,5,14,0,20,20,8,8,0,12,14,8,4,5,8,1,8,8,0,5,4,1,2,0,0,2,0,0,0
30,8125,19,13,23,1,19,24,19,7,11,16,19,13,1,5,11,4,9,6,7,0,9,1,3,2,1,4,3,1,1,0,0
31,549,0,14,26,12,6,15,18,16,20,12,10,17,12,3,2,0,12,6,6,9,0,3,2,5,0,0,2,0,0,0,0
32,727,14,18,2,14,8,24,2,7,20,2,14,15,14,3,2,14,2,8,2,9,4,5,2,2,2,4,2,2,0,0,0
33,1343,13,15,1,13,15,18,1,5,17,1,13,7,13,9,1,13,1,2,1,6,3,4,1,1,1,3,1,1,1,0,0
34,2037,10,12,24,22,10,15,16,19,16,10,0,18,4,14,0,10,10,10,4,5,0,4,0,3,4,0,0,1,0,0,0
35,3009,12,2,20,6,0,22,12,1,6,6,12,7,6,8,12,12,6,0,0,6,2,6,4,6,0,2,0,0,0,0,0
36,8438,19,24,3,25,25,14,7,17,13,10,19,13,7,12,15,4,3,12,7,2,9,7,7,3,1,4,3,1,1,0,0
37,3124,27,26,7,24,9,17,3,19,19,0,7,5,15,9,3,12,7,9,3,8,7,6,3,0,3,2,3,0,1,0,0
38,1164,0,28,10,3,18,0,6,16,10,3,10,17,12,2,14,0,10,5,6,10,0,3,6,3,0,0,2,0,0,0,0
39,9432,17,28,1,8,9,7,17,11,11,8,17,2,17,13,9,2,1,9,5,0,7,8,1,1,5,2,1,2,1,0,0
40,8634,27,28,21,15,9,2,21,14,9,0,17,16,15,8,13,12,7,9,9,9,7,6,5,0,3,2,1,0,1,0,0
41,2880,6,13,4,6,0,1,12,18,2,18,16,11,6,13,12,6,4,0,0,2,6,6,4,4,0,1,0,0,0,0,0
42,2266,13,20,11,13,15,8,19,2,17,4,3,4,13,9,11,13,11,2,7,6,3,4,3,4,1,3,3,1,1,0,0
43,959,7,20,27,4,25,2,19,13,7,13,7,12,13,2,11,7,13,12,7,7,7,4,3,6,1,2,3,1,1,0,0
44,3950,10,23,18,16,10,15,10,3,8,4,10,12,16,7,10,10,4,10,10,8,0,7,2,4,4,0,2,1,0,0,0
45,1944,25,11,5,25,7,15,1,22,21,19,5,5,7,8,9,10,5,7,1,10,5,7,1,5,1,0,1,1,1,0,0
46,3866,17,27,13,26,13,17,17,19,5,20,17,9,17,14,1,2,13,0,5,5,7,8,1,6,5,2,1,2,1,0,0
47,2823,6,23,8,15,18,6,12,22,0,15,16,2,6,5,4,6,8,5,0,0,6,6,4,1,0,1,0,0,0,0,0
48,583,26,11,16,11,10,6,8,0,4,2,16,7,2,8,8,11,2,10,8,4,6,2,0,2,2,1,0,2,0,0,0
49,6925,29,7,11,11,11,24,11,15,5,11,19,1,11,11,11,14,11,11,11,5,9,2,3,4,5,4,3,2,1,0,0
50,1697,10,22,22,16,12,0,22,9,12,1,10,3,16,10,14,10,8,12,10,1,0,7,6,1,4,0,2,1,0,0,0
51,1844,14,3,10,17,20,19,14,12,12,17,14,4,8,12,6,14,10,7,2,1,4,8,6,3,2,4,2,2,0,0,0
52,3630,5,25,25,20,7,10,5,5,13,11,5,1,11,8,5,5,11,7,5,2,5,2,5,4,5,0,1,2,1,0,0
53,9375,12,16,24,18,0,17,12,10,16,3,12,15,0,3,4,12,10,0,0,5,2,0,4,3,0,2,0,0,0,0,0
54,8188,14,24,12,5,10,9,20,4,12,5,4,12,14,4,4,14,12,10,8,1,4,5,4,5,2,4,0,2,0,0,0
55,4130,19,6,11,19,15,24,19,3,21,4,19,8,1,11,3,4,11,2,7,10,9,1,3,4,1,4,3,1,1,0,0
56,7161,20,14,6,26,12,5,2,14,16,20,10,3,8,16,2,5,6,12,2,5,0,8,2,6,2,0,2,2,0,0,0
57,710,16,7,2,25,24,11,22,21,14,16,6,15,16,9,6,1,2,11,10,3,6,7,6,2,4,1,2,1,0,0,0
58,2265,27,13,1,24,3,7,9,21,11,15,17,1,15,7,1,12,1,3,9,0,7,6,1,1,3,2,1,0,1,0,0
59,3149,10,15,4,16,2,5,4,20,6,4,0,8,16,5,12,10,4,2,4,6,0,7,4,4,4,0,0,1,0,0,0
60,5312,4,12,12,16,12,19,16,19,14,19,4,5,16,5,0,4,12,12,4,3,4,7,0,5,4,4,0,1,0,0,0
61,4086,29,17,7,26,15,9,11,22,5,14,19,8,17,9,3,14,7,2,11,5,9,8,3,0,5,4,3,2,1,0,0
62,9845,27,16,15,12,7,22,15,6,21,15,7,3,3,9,15,12,1,7,3,10,7,3,7,1,3,2,3,0,1,0,0
63,4590,0,10,2,9,10,15,6,11,8,9,10,7,0,3,14,0,2,10,6,8,0,0,6,2,0,0,2,0,0,0,0
64,8278,23,21,17,5,5,8,5,9,3,17,13,0,5,15,13,8,3,5,5,3,3,5,5,3,5,3,1,2,1,0,0
65,4352,3,20,25,15,17,18,21,15,15,18,13,16,15,16,13,3,11,4,9,4,3,6,5,4,3,3,1,0,1,0,0
66,7663,14,25,20,8,14,24,20,0,12,20,4,6,8,2,4,14,6,1,8,1,4,8,4,6,2,4,0,2,0,0,0
67,4428,17,7,23,26,3,12,11,12,17,2,7,14,17,2,11,2,9,3,11,6,7,8,3,2,5,2,3,2,1,0,0
68,110,5,18,3,8,21,15,11,17,17,17,15,0,17,5,11,5,3,8,11,6,5,8,3,3,5,0,3,2,1,0,0
69,4943,24,0,26,3,20,4,6,9,10,12,14,18,12,15,14,9,12,7,6,10,4,3,6,5,0,4,2,0,0,0,0
70,3516,3,17,1,0,17,18,9,1,15,15,13,11,9,6,1,3,1,4,9,4,3,0,1,1,3,3,1,0,1,0,0
71,3249,19,22,21,25,25,19,13,13,3,7,9,18,7,9,5,4,7,12,1,3,9,7,5,0,1,4,1,1,1,0,0
72,5529,14,19,8,26,22,24,8,14,20,8,4,1,8,4,8,14,8,9,8,9,4,8,0,1,2,4,0,2,0,0,0
73,4949,10,22,8,1,6,0,16,8,18,1,0,18,10,7,8,10,8,6,4,7,0,1,0,1,4,0,0,1,0,0,0
74,8815,29,9,7,26,21,4,23,8,9,14,19,9,17,12,15,14,7,8,11,9,9,8,7,0,5,4,3,2,1,0,0
75,4174,26,9,6,5,14,16,14,19,20,20,6,8,14,16,6,11,6,1,2,9,6,5,6,6,2,1,2,2,0,0,0
76,3008,26,17,22,14,24,11,14,9,16,8,6,12,14,0,6,11,8,11,2,5,6,5,6,1,2,1,2,2,0,0,0
77,8149,9,22,25,0,11,9,21,11,13,18,9,6,9,7,5,9,11,11,9,2,9,0,5,4,3,4,1,0,1,0,0
78,5972,20,18,16,5,18,5,20,7,8,2,0,1,14,8,4,5,2,5,8,8,0,5,4,2,2,0,0,2,0,0,0
79,4728,28,2,12,1,22,23,16,5,10,19,8,5,10,13,0,13,12,9,4,10,8,1,0,5,4,3,0,1,0,0,0
80,5502,11,18,3,20,25,11,11,7,7,17,11,16,11,3,3,11,3,12,11,7,1,2,3,3,5,1,3,2,1,0,0
81,5720,8,13,10,17,12,8,14,22,8,17,18,12,8,9,6,8,10,12,2,8,8,8,6,3,2,3,2,2,0,0,0
82,6085,14,14,6,20,6,4,2,1,10,20,14,0,2,9,2,14,6,6,2,10,4,2,2,6,2,4,2,2,0,0,0
83,6133,9,19,5,12,13,24,21,22,1,12,9,16,3,15,13,9,5,0,9,1,9,3,5,5,3,4,1,0,1,0,0
84,6326,21,7,5,18,23,16,9,9,7,12,1,14,9,15,1,6,5,10,9,7,1,0,1,5,3,1,1,0,1,0,0
85,7743,6,7,20,12,4,16,0,22,10,6,16,12,12,6,0,6,6,4,0,10,6,3,0,6,0,1,0,0,0,0,0
86,2115,11,17,3,2,1,1,23,16,9,17,11,4,11,14,15,11,3,1,11,9,1,2,7,3,5,1,3,2,1,0,0
87,2761,11,22,3,23,9,11,23,20,11,17,11,1,5,13,15,11,3,9,11,0,1,5,7,3,5,1,3,2,1,0,0
88,1530,28,17,22,7,20,18,22,18,10,1,18,3,16,12,14,13,8,7,10,10,8,7,6,1,4,3,2,1,0,0,0
89,8809,19,13,13,25,17,4,13,16,9,13,9,12,7,1,13,4,13,4,1,9,9,7,5,6,1,4,1,1,1,0,0
90,9632,5,0,17,26,19,20,5,5,5,17,5,8,17,2,5,5,3,6,5,5,5,8,5,3,5,0,1,2,1,0,0
91,2187,26,2,0,14,24,11,8,21,4,14,16,5,14,2,8,11,0,11,8,4,6,5,0,0,2,1,0,2,0,0,0
92,5318,17,24,23,5,23,7,11,8,11,2,7,0,5,8,11,2,9,10,11,0,7,5,3,2,5,2,3,2,1,0,0
93,3510,9,23,19,12,17,24,15,13,19,12,19,8,3,13,15,9,5,4,3,8,9,3,7,5,3,4,3,0,1,0,0
94,2139,12,18,6,15,6,12,18,14,2,6,2,13,6,8,2,12,6,6,6,2,2,6,2,6,0,2,2,0,0,0,0
95,4301,3,13,21,21,21,3,21,3,3,0,13,4,3,5,5,3,7,8,9,3,3,3,5,0,3,3,1,0,1,0,0
96,8193,11,9,5,2,25,16,17,12,9,5,1,2,11,6,9,11,5,12,5,9,1,2,1,5,5,1,1,2,1,0,0
97,5088,22,2,24,13,14,7,16,6,8,10,12,18,4,16,8,7,10,1,4,8,2,4,0,3,4,2,0,1,0,0,0
98,6834,16,12,20,13,14,21,16,9,6,13,16,5,4,13,8,1,6,1,4,6,6,4,0,6,4,1,0,1,0,0,0
99,9029,19,0,15,10,13,19,7,11,21,1,19,1,1,16,7,4,1,0,7,10,9,1,7,1,1,4,3,1,1,0,0
100,3790,0,6,2,15,2,10,6,3,0,9,10,9,6,10,6,0,2,2,6,0,0,6,6,2,0,0,2,0,0,0,0
101,7012,12,22,18,3,0,7,18,18,20,18,2,3,12,14,10,12,4,0,6,9,2,3,2,4,0,2,2,0,0,0,0
102,5404,25,20,21,13,13,10,13,17,17,7,5,9,13,11,5,10,7,0,1,6,5,4,5,0,1,0,1,1,1,0,0
103,913,20,2,12,17,0,5,8,17,10,5,0,14,8,4,0,5,12,0,8,10,0,8,0,5,2,0,0,2,0,0,0
104,995,28,14,24,7,14,13,4,6,16,10,8,16,16,16,4,13,10,1,4,5,8,7,4,3,4,3,0,1,0,0,0
105,8048,5,8,7,26,13,10,23,18,17,14,15,12,17,12,7,5,7,0,11,6,5,8,7,0,5,0,3,2,1,0,0
106,2576,24,11,14,3,12,24,18,10,6,0,14,17,12,15,2,9,0,12,6,6,4,3,2,0,0,4,2,0,0,0,0
107,1881,22,12,14,10,6,22,10,19,18,7,2,0,10,15,2,7,0,6,10,7,2,1,2,0,4,2,2,1,0,0,0
108,1877,5,3,13,23,1,5,17,15,13,20,5,2,5,5,1,5,13,1,5,2,5,5,1,6,5,0,1,2,1,0,0
109,389,21,5,13,24,9,1,9,10,15,6,1,3,15,13,1,6,13,9,9,4,1,6,1,6,3,1,1,0,1,0,0
110,5929,6,4,8,9,22,1,0,6,10,15,16,15,0,6,8,6,8,9,0,10,6,0,0,1,0,1,0,0,0,0,0
111,245,5,15,27,8,13,0,23,18,15,20,15,8,17,16,15,5,13,0,11,4,5,8,7,6,5,0,3,2,1,0,0
112,3695,13,2,7,7,3,18,7,17,19,7,3,5,7,13,15,13,7,3,7,8,3,7,7,0,1,3,3,1,1,0,0
113,752,10,1,6,10,2,15,10,12,12,13,10,16,10,4,2,10,6,2,10,1,0,1,2,6,4,0,2,1,0,0,0
114,8620,23,2,13,26,17,23,5,11,11,20,13,1,17,10,5,8,13,4,5,0,3,8,5,6,5,3,1,2,1,0,0
115,9010,3,28,9,24,1,23,9,6,9,9,13,18,15,7,9,3,9,1,9,9,3,6,1,2,3,3,1,0,1,0,0
116,311,20,11,0,17,10,0,20,3,20,14,0,2,8,7,12,5,0,10,8,9,0,8,4,0,2,0,0,2,0,0,0
117,742,3,11,23,24,9,23,15,3,13,9,3,15,15,14,15,3,9,9,3,2,3,6,7,2,3,3,3,0,1,0,0
118,7220,9,14,3,12,9,9,3,15,1,3,19,13,3,0,3,9,3,9,3,1,9,3,3,3,3,4,3,0,1,0,0
119,4178,28,16,18,4,4,23,10,11,4,4,18,15,4,7,10,13,4,4,10,4,8,4,2,4,4,3,2,1,0,0,0
120,7689,10,20,2,22,20,20,10,20,10,16,10,10,4,3,10,10,2,7,10,10,0,4,2,2,4,0,2,1,0,0,0
121,7425,27,15,25,3,21,7,9,17,7,18,17,16,3,7,9,12,11,8,9,7,7,3,1,4,3,2,1,0,1,0,0
122,2461,10,13,4,7,20,20,16,0,20,4,0,9,16,16,8,10,4,7,4,9,0,7,0,4,4,0,0,1,0,0,0
123,1238,18,10,4,21,12,8,12,5,18,18,8,5,12,2,4,3,4,12,0,7,8,3,4,4,0,3,0,0,0,0,0
124,5824,11,4,11,11,5,1,23,19,9,11,11,12,11,15,7,11,11,5,11,9,1,2,7,4,5,1,3,2,1,0,0
125,1004,28,4,6,16,20,8,10,21,6,13,18,14,16,13,10,13,6,7,10,6,8,7,2,6,4,3,2,1,0,0,0
126,8089,6,23,2,15,4,16,6,16,0,9,6,9,6,16,6,6,2,4,6,0,6,6,6,2,0,1,2,0,0,0,0
127,965,5,9,5,26,21,5,17,20,15,5,5,16,17,4,1,5,5,8,5,4,5,8,1,5,5,0,1,2,1,0,0
128,558,8,7,0,8,0,3,20,13,16,14,8,15,8,11,4,8,0,0,8,5,8,8,4,0,2,3,0,2,0,0,0
129,9632,26,16,4,17,4,21,20,2,12,11,16,12,8,12,4,11,4,4,8,1,6,8,4,4,2,1,0,2,0,0,0
130,4599,11,24,3,11,9,11,11,10,3,17,11,15,11,13,3,11,3,9,11,3,1,2,3,3,5,1,3,2,1,0,0
131,5237,25,14,15,10,21,10,19,10,11,1,15,4,1,15,3,10,1,8,7,0,5,1,3,1,1,0,3,1,1,0,0
132,4070,12,14,14,9,22,17,18,22,2,0,2,10,0,13,2,12,0,9,6,2,2,0,2,0,0,2,2,0,0,0,0
133,8286,7,18,5,25,3,17,1,1,3,19,17,0,7,2,1,7,5,3,1,3,7,7,1,5,1,2,1,1,1,0,0
134,4517,21,15,1,9,19,1,9,18,19,15,1,12,9,16,9,6,1,6,9,8,1,0,1,1,3,1,1,0,1,0,0
135,4096,18,5,8,18,22,23,12,8,0,15,8,17,0,8,12,3,8,9,0,0,8,0,4,1,0,3,0,0,0,0,0
136,5219,15,11,15,6,25,10,15,22,13,15,15,14,15,9,15,0,1,12,3,2,5,6,7,1,3,0,3,0,1,0,0
137,1362,25,2,7,16,11,10,19,1,3,7,15,18,7,9,3,10,7,11,7,3,5,7,3,0,1,0,3,1,1,0,0
138,373,16,23,2,22,22,6,22,10,14,16,6,1,4,11,6,1,2,9,10,3,6,4,6,2,4,1,2,1,0,0,0
139,7974,27,5,21,21,13,2,9,15,21,0,17,8,3,6,9,12,7,0,9,10,7,3,1,0,3,2,1,0,1,0,0
140,3873,7,18,21,10,3,17,13,10,9,7,17,1,1,1,13,7,7,3,1,9,7,1,5,0,1,2,1,1,1,0,0
141,4005,4,2,4,7,20,19,4,10,14,4,4,6,16,7,12,4,4,7,4,3,4,7,4,4,4,4,0,1,0,0,0
142,259,13,20,27,16,23,23,19,6,19,13,3,7,7,16,3,13,13,10,7,8,3,7,3,6,1,3,3,1,1,0,0
143,7952,23,21,15,14,25,18,11,0,19,8,3,10,5,15,11,8,1,12,11,8,3,5,3,1,5,3,3,2,1,0,0
144,1084,24,15,18,0,18,9,18,7,0,18,14,3,0,11,10,9,4,5,6,0,4,0,2,4,0,4,2,0,0,0,0
145,1416,8,14,10,11,6,3,14,16,14,17,18,1,2,16,14,8,10,6,2,3,8,2,6,3,2,3,2,2,0,0,0
146,4461,17,19,13,23,11,2,17,10,19,20,17,9,5,9,9,2,13,11,5,8,7,5,1,6,5,2,1,2,1,0,0
147,9080,16,16,8,22,6,21,4,10,2,1,16,9,4,11,4,1,8,6,4,2,6,4,4,1,4,1,0,1,0,0,0
148,7820,14,19,16,14,22,24,8,16,0,2,4,15,14,15,8,14,2,9,8,0,4,5,0,2,2,4,0,2,0,0,0
149,1388,25,4,19,25,17,15,19,22,17,19,15,15,7,5,11,10,5,4,7,6,5,7,3,5,1,0,3,1,1,0,0
150,8369,24,18,26,15,4,9,6,17,18,12,14,13,6,4,6,9,12,4,6,7,4,6,6,5,0,4,2,0,0,0,0
151,8419,20,0,22,20,14,20,14,12,12,8,10,4,2,11,6,5,8,1,2,1,0,2,6,1,2,0,2,2,0,0,0
152,1746,27,12,13,3,17,7,21,9,19,6,17,10,3,4,5,12,13,4,9,8,7,3,5,6,3,2,1,0,1,0,0
153,2118,14,21,8,23,2,4,20,15,16,8,4,1,14,16,4,14,8,2,8,5,4,5,4,1,2,4,0,2,0,0,0
154,9736,4,16,12,4,22,9,4,10,10,19,4,13,4,13,12,4,12,9,4,10,4,4,4,5,4,4,0,1,0,0,0
155,256,19,6,19,25,1,9,19,0,19,19,19,8,7,6,3,4,5,1,7,8,9,7,3,5,1,4,3,1,1,0,0
156,2137,17,0,7,23,9,17,11,21,1,14,7,17,5,4,3,2,7,9,11,1,7,5,3,0,5,2,3,2,1,0,0
157,3467,0,7,26,24,12,10,6,7,16,12,10,1,6,9,6,0,12,12,6,5,0,6,6,5,0,0,2,0,0,0,0
158,5362,29,24,13,8,19,4,17,8,1,20,9,10,17,0,9,14,13,6,5,1,9,8,1,6,5,4,1,2,1,0,0
159,1376,17,0,9,14,9,17,5,7,19,2,17,3,5,4,13,2,9,9,5,8,7,5,5,2,5,2,1,2,1,0,0
160,616,28,22,24,7,18,23,16,11,8,10,8,6,16,3,0,13,10,5,4,8,8,7,0,3,4,3,0,1,0,0,0
161,4125,23,14,3,20,7,8,11,5,21,17,3,1,11,12,3,8,3,7,11,10,3,2,3,3,5,3,3,2,1,0,0
162,558,3,24,7,9,21,13,15,10,1,0,3,9,9,3,7,3,7,8,3,1,3,0,7,0,3,3,3,0,1,0,0
163,8567,6,28,10,24,4,6,6,6,20,3,6,17,6,13,14,6,10,4,6,9,6,6,6,3,0,1,2,0,0,0,0
164,8445,29,4,9,14,13,19,5,4,1,2,9,16,5,2,13,14,9,0,5,1,9,5,5,2,5,4,1,2,1,0,0
165,6845,3,22,1,3,21,8,21,9,11,15,13,9,3,5,13,3,1,8,9,0,3,3,5,1,3,3,1,0,1,0,0
166,8085,28,7,16,10,4,23,4,19,14,16,8,16,10,6,12,13,2,4,4,3,8,1,4,2,4,3,0,1,0,0,0
167,7372,18,25,8,12,22,3,0,21,16,15,8,6,12,3,8,3,8,9,0,5,8,3,0,1,0,3,0,0,0,0,0
168,6043,19,15,3,10,23,14,19,2,19,10,19,13,1,8,11,4,3,10,7,8,9,1,3,3,1,4,3,1,1,0,0
169,1436,12,25,10,12,16,17,6,14,18,3,2,13,12,15,14,12,10,3,6,7,2,3,6,3,0,2,2,0,0,0,0
170,771,2,14,26,26,24,2,2,11,4,5,2,10,8,15,10,2,12,11,2,4,2,8,2,5,2,2,2,2,0,0,0
171,2538,27,9,25,21,15,2,21,21,1,18,17,6,3,2,5,12,11,2,9,1,7,3,5,4,3,2,1,0,1,0,0
172,1020,8,7,8,23,4,23,8,16,20,8,8,18,14,9,8,8,8,4,8,9,8,5,0,1,2,3,0,2,0,0,0
173,2099,0,19,16,24,12,0,0,5,20,9,0,16,6,3,8,0,2,12,0,9,0,6,0,2,0,0,0,0,0,0,0
174,7705,3,24,7,0,15,3,15,14,13,0,3,14,9,6,7,3,7,2,3,2,3,0,7,0,3,3,3,0,1,0,0
175,4607,24,0,10,15,2,24,6,15,18,3,14,7,6,10,6,9,10,2,6,7,4,6,6,3,0,4,2,0,0,0,0
176,9097,2,24,22,20,22,17,14,0,8,8,2,0,2,16,6,2,8,9,2,8,2,2,6,1,2,2,2,2,0,0,0
177,4769,29,28,5,8,1,9,5,2,1,5,9,9,17,14,5,14,5,1,5,1,9,8,5,5,5,4,1,2,1,0,0
178,6137,25,5,25,4,19,15,13,10,19,4,5,14,13,11,13,10,11,6,1,8,5,4,5,4,1,0,1,1,1,0,0
179,8961,28,24,16,22,18,8,16,18,4,16,8,17,4,13,0,13,2,5,4,4,8,4,0,2,4,3,0,1,0,0,0
180,7024,9,27,7,9,5,24,3,1,15,0,19,1,9,14,3,9,7,5,3,4,9,0,3,0,3,4,3,0,1,0,0
181,5885,3,15,19,6,9,8,15,4,15,12,3,4,15,10,7,3,5,9,3,4,3,6,7,5,3,3,3,0,1,0,0
182,4685,6,17,2,9,14,21,18,8,10,9,6,0,0,15,10,6,2,1,6,10,6,0,2,2,0,1,2,0,0,0,0
183,6447,13,22,9,10,17,13,13,20,13,16,13,4,1,13,13,13,9,4,1,2,3,1,5,2,1,3,1,1,1,0,0
184,1104,27,26,5,12,3,7,9,7,7,12,17,1,3,14,1,12,5,3,9,7,7,3,1,5,3,2,1,0,1,0,0
185,6861,2,15,0,5,14,22,8,14,2,14,12,6,14,15,0,2,0,1,8,2,2,5,0,0,2,2,0,2,0,0,0
186,4834,23,25,15,23,9,3,23,15,3,8,3,14,5,6,7,8,1,9,11,3,3,5,7,1,5,3,3,2,1,0,0
187,9840,27,14,7,6,19,7,15,17,7,0,7,5,15,10,15,12,7,6,3,7,7,6,7,0,3,2,3,0,1,0,0
188,5174,12,9,14,6,12,12,6,16,12,0,2,14,6,8,14,12,0,12,6,1,2,6,6,0,0,2,2,0,0,0,0
189,4995,21,1,13,6,5,11,21,11,21,6,1,1,15,11,13,6,13,5,9,10,1,6,5,6,3,1,1,0,1,0,0
190,1749,25,26,5,7,25,5,13,3,21,19,5,5,7,12,13,10,5,12,1,10,5,7,5,5,1,0,1,1,1,0,0
191,386,0,28,16,6,6,20,0,21,0,9,0,1,6,0,8,0,2,6,0,0,0,6,0,2,0,0,0,0,0,0,0
192,1690,26,10,12,8,14,11,20,21,4,5,16,10,8,5,12,11,12,1,8,4,6,8,4,5,2,1,0,2,0,0,0
193,950,11,21,23,17,11,16,23,5,11,2,11,12,17,14,15,11,9,11,11,0,1,8,7,2,5,1,3,2,1,0,0
194,1658,26,8,26,14,14,6,2,19,14,5,6,10,14,4,10,11,12,1,2,3,6,5,2,5,2,1,2,2,0,0,0
195,1045,6,21,14,15,4,1,18,8,2,0,6,7,6,8,10,6,0,4,6,2,6,6,2,0,0,1,2,0,0,0,0
196,7378,13,1,17,22,1,18,1,19,5,10,13,14,13,4,9,13,3,1,1,5,3,4,1,3,1,3,1,1,1,0,0
197,9927,4,6,12,13,18,24,16,16,6,19,4,2,4,1,8,4,12,5,4,6,4,4,0,5,4,4,0,1,0,0,0
198,2146,14,25,16,11,6,4,8,13,16,2,4,17,2,5,0,14,2,6,8,5,4,2,0,2,2,4,0,2,0,0,0
199,3000,3,19,15,12,17,8,15,14,13,15,3,6,3,16,7,3,1,4,3,2,3,3,7,1,3,3,3,0,1,0,0
200,4354,26,17,10,11,10,6,14,14,14,17,6,12,2,1,6,11,10,10,2,3,6,2,6,3,2,1,2,2,0,0,0
201,5572,0,15,26,18,16,20,18,3,16,12,10,6,0,15,10,0,12,3,6,5,0,0,2,5,0,0,2,0,0,0,0
202,363,27,28,13,0,15,22,21,13,3,6,17,3,9,16,13,12,13,2,9,3,7,0,5,6,3,2,1,0,1,0,0
203,7891,29,21,9,14,13,24,17,3,17,2,9,5,5,5,1,14,9,0,5,6,9,5,1,2,5,4,1,2,1,0,0
204,5543,6,15,4,12,2,16,12,8,20,18,16,11,12,7,4,6,4,2,0,9,6,3,4,4,0,1,0,0,0,0,0
205,3368,19,28,23,19,17,14,7,11,11,16,19,15,1,16,7,4,9,4,7,0,9,1,7,2,1,4,3,1,1,0,0
206,7848,17,28,3,20,23,22,11,3,11,17,7,15,11,16,11,2,3,10,11,0,7,2,3,3,5,2,3,2,1,0,0
207,3815,22,21,10,4,20,17,10,2,18,10,2,7,4,4,2,7,10,7,10,7,2,4,2,3,4,2,2,1,0,0,0
208,6398,11,8,5,11,25,6,17,13,5,5,1,12,11,16,1,11,5,12,5,5,1,2,1,5,5,1,1,2,1,0,0
